"filename", "language", "Python", "Markdown", "JavaScript", "pip requirements", "SCSS", "JSON", "CSS", "XML", "HTML", "JSON with Comments", "Ignore", "Properties", "comment", "blank", "total"
"c:\Ujango\frontend\src\features\MarketPlace\components\MenuAsideMarketplace.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Ujango\frontend\src\features\MarketPlace\components\MenuAsideMarketplace.scss", "SCSS", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Ujango\frontend\src\features\MarketPlace\components\Search.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"c:\Ujango\frontend\src\features\MarketPlace\components\Search.scss", "SCSS", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 4, 86
"c:\Ujango\frontend\src\features\MarketPlace\hooks\useGetAllProducts.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 13
"c:\Ujango\frontend\src\features\MarketPlace\hooks\useGetProductDetail.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\MarketPlace\services\Product.js", "JavaScript", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 117
"c:\Ujango\frontend\src\features\MarketPlace\services\data.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Ujango\frontend\src\features\Payment\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Post\components\Comments.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Ujango\frontend\src\features\Post\components\Comments.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Post\components\CreatePost.css", "CSS", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 6, 81
"c:\Ujango\frontend\src\features\Post\components\CreatePost.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 74
"c:\Ujango\frontend\src\features\Post\components\Labels.css", "CSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Ujango\frontend\src\features\Post\components\Labels.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Ujango\frontend\src\features\Post\components\MediaPostDisplay\MediaDisplay.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Ujango\frontend\src\features\Post\components\MediaPostDisplay\MediaHorizontalDisplay.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Post\components\MediaPostDisplay\MediaSquareDisplay.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Post\components\MediaPostDisplay\MediaVerticalDisplay.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Post\components\Post.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Ujango\frontend\src\features\Post\components\Post.scss", "SCSS", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 1, 11, 89
"c:\Ujango\frontend\src\features\Post\components\PostHeader.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\Ujango\frontend\src\features\Post\components\PostHeader.module.scss", "SCSS", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 7, 13, 71
"c:\Ujango\frontend\src\features\Post\components\PostListsMenu.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Ujango\frontend\src\features\Post\components\PostListsMenu.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 297, 1, 301
"c:\Ujango\frontend\src\features\Post\components\Reactions.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"c:\Ujango\frontend\src\features\Post\components\Reactions.module.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Ujango\frontend\src\features\Post\hooks\usePosts.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Ujango\frontend\src\features\Post\services\Posts.js", "JavaScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 91
"c:\Ujango\frontend\src\features\Post\services\data.json", "JSON", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Ujango\frontend\src\features\Post\utils\TextManipulation.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Ujango\frontend\src\features\Promotion\components\Item.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Ujango\frontend\src\features\Promotion\components\Item.scss", "SCSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 3, 2, 39
"c:\Ujango\frontend\src\features\Promotion\components\Promote.css", "CSS", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 1, 25
"c:\Ujango\frontend\src\features\Promotion\components\Promote.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Ujango\frontend\src\features\Promotion\components\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Ujango\frontend\src\features\Promotion\hooks\usePrometed.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Ujango\frontend\src\features\Promotion\services\Promoted.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Ujango\frontend\src\features\Promotion\services\data.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Ujango\frontend\src\features\Terms\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Trendings\components\Trend\Item.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Ujango\frontend\src\features\Trendings\components\Trend\Item.scss", "SCSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Ujango\frontend\src\features\Trendings\components\Trend\Trend.css", "CSS", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Ujango\frontend\src\features\Trendings\components\Trend\Trend.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Ujango\frontend\src\features\Trendings\components\Trend\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Ujango\frontend\src\features\Trendings\services\Trends.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 34
"c:\Ujango\frontend\src\features\Users\components\Follower\Follow.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Ujango\frontend\src\features\Users\components\Follower\Follow.scss", "SCSS", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Ujango\frontend\src\features\Users\components\Follower\User.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Ujango\frontend\src\features\Users\components\Follower\User.scss", "SCSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 7, 40
"c:\Ujango\frontend\src\features\Users\components\Follower\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Ujango\frontend\src\features\Users\components\Media\Media.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Ujango\frontend\src\features\Users\components\Media\Media.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Users\components\Modal\Modal.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61
"c:\Ujango\frontend\src\features\Users\components\Modal\Modal.scss", "SCSS", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 6, 10, 138
"c:\Ujango\frontend\src\features\Users\components\Modal\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\ProfileHeaderContainer.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 145
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\ProfileHeaderContainer.module.scss", "SCSS", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 13, 29, 130
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\ProfileShortHeader.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\ProfileShortHeader.module.scss", "SCSS", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 6, 34
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\UserStats.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 25
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\UserStats.module.scss", "SCSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 8, 26
"c:\Ujango\frontend\src\features\Users\components\ProfileHeaderContainer\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\About.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 30
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\About.module.scss", "SCSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\CommonFollowers.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\CommonFollowers.module.scss", "SCSS", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\HighlighedMedia.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 43
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\HighlighedMedia.module.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\ProfileLeftSidebar.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 21
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\ProfileLeftSidebar.module.scss", "SCSS", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Ujango\frontend\src\features\Users\components\ProfileLeftSidebar\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\components\ProfileRightSidebar\CompleteYourProfile.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Ujango\frontend\src\features\Users\components\ProfileRightSidebar\CompleteYourProfile.module.scss", "SCSS", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"c:\Ujango\frontend\src\features\Users\components\ProfileRightSidebar\ProfileRightSidebar.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Ujango\frontend\src\features\Users\components\ProfileRightSidebar\ProfileRightSidebar.module.scss", "SCSS", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Ujango\frontend\src\features\Users\components\ProfileRightSidebar\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\components\Settings\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Users\components\ShowAll\ShowAll.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Ujango\frontend\src\features\Users\components\ShowAll\ShowAll.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Ujango\frontend\src\features\Users\components\ShowAll\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\components\Timeline\Timeline.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Ujango\frontend\src\features\Users\components\Timeline\Timeline.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Users\components\Timeline\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Ujango\frontend\src\features\Users\hooks\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Users\hooks\useGetAllProfileInfo.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Ujango\frontend\src\features\Users\hooks\useGetStats.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\features\Users\hooks\useGetUserInfo.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Ujango\frontend\src\features\Users\services\Follower.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 23
"c:\Ujango\frontend\src\features\Users\services\Profile.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 31
"c:\Ujango\frontend\src\features\Users\services\data.json", "JSON", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 3, 93
"c:\Ujango\frontend\src\features\Users\types\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\hooks\Context\AuthContextForm.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Ujango\frontend\src\hooks\Context\AuthContextInputLogin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\index.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 16
"c:\Ujango\frontend\src\layouts\BaseLayout.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Ujango\frontend\src\layouts\BaseLayout.module.scss", "SCSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 9, 43
"c:\Ujango\frontend\src\layouts\Footer.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Ujango\frontend\src\layouts\Footer.module.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Ujango\frontend\src\layouts\Header.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 28
"c:\Ujango\frontend\src\layouts\Header.module.scss", "SCSS", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Ujango\frontend\src\layouts\HomeLayout.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Ujango\frontend\src\layouts\HomeLayout.module.scss", "SCSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 75, 0, 76
"c:\Ujango\frontend\src\layouts\Navibar.js", "JavaScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 85
"c:\Ujango\frontend\src\layouts\Navibar.module.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 3, 16, 41
"c:\Ujango\frontend\src\layouts\ProfileLayout.js", "JavaScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 57
"c:\Ujango\frontend\src\layouts\ProfileLayout.module.scss", "SCSS", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 11, 32, 93
"c:\Ujango\frontend\src\layouts\SideBar.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Ujango\frontend\src\layouts\SideBar.module.scss", "SCSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Ujango\frontend\src\pages\Explore.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\Ujango\frontend\src\pages\Groups.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Ujango\frontend\src\pages\Hashtag.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 27
"c:\Ujango\frontend\src\pages\Home.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"c:\Ujango\frontend\src\pages\Live.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Ujango\frontend\src\pages\Login.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Ujango\frontend\src\pages\Marketplace.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Ujango\frontend\src\pages\Messages.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Ujango\frontend\src\pages\Notifications.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Ujango\frontend\src\pages\Profile.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 43
"c:\Ujango\frontend\src\pages\Signup.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Ujango\frontend\src\routes\NotFound.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\routes\PrivateRoute.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\routes\PublicRoute.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\routes\RouterConfig.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Ujango\frontend\src\services\Api\index.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 15
"c:\Ujango\frontend\src\services\Auth\Login.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\services\Auth\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\store\actions\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\store\reducers\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\utils\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Ujango\frontend\src\variables\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"Total", "-", 158, 91, 2976, 100, 1262, 239, 409, 59, 40, 5, 2, 6, 802, 1069, 7218
